,COMP_CODE,REF_KEY1,AC_DOC_NR,PSTNG_DATE,CREATEDON,DOC_DATE,PROFIT_CTR,PROFIT_CTR,AC_DOC_TYP,POST_KEY,POST_KEY,CREDITOR,NAME,GL_ACCOUNT,GL_ACCOUNT,CUSTOMER,POSTXT,BIC_ZUSERNAM,ZBKTXT,ZTCODE,DEB_CRE_USD,BIC_ZTERMPAY,BIC_ZTERMPAY,MATL_GROUP,ACCNT_GRPV,BIC_ZUSERNAM_BINARY,TransCount,TriggerWord,textappend,scores,anomaly
247,1003,nan_REF_KEY1,5000002856,2019-01-08,2019-01-08,2019-01-08,12250,12250,WE,96,96,10032884,GLOBAL LIFE SCIENCES SOLUTIONS USA,53100101,53100101,nan_CUSTOMER,,MANOUHJ,,VL32N,-4.3,24,24,999999,Z001,USER,2,0.0,GLOBAL LIFE SCIENCES SOLUTIONS USA nan nan,0.05531206372875147,1
248,1003,nan_REF_KEY1,5000007492,2020-01-13,2020-01-13,2020-01-13,12084,12084,WE,81,81,10004073,GENSCRIPT CORP,64000101,64000101,nan_CUSTOMER,GCNPEP14,AUTOSYS,,MB01,418.03,19,19,nan_MATL_GROUP,Z001,SYSTEM,1,0.0,GENSCRIPT CORP GCNPEP14 nan,0.13941564999331102,1
249,1003,nan_REF_KEY1,5000209746,2019-11-08,2019-11-08,2019-11-08,12084,12084,WE,81,81,10003445,FISHER SCIENTIFIC COMPANY LLC,64000104,64000104,nan_CUSTOMER,"SC TUBE,15.3X57,CON/CS1000",AUTOSYS,,MB01,282.73,23,23,nan_MATL_GROUP,Z001,SYSTEM,24,0.0,"FISHER SCIENTIFIC COMPANY LLC SC TUBE,15.3X57,CON/CS1000 nan",0.13797703153961632,1
250,1003,MANUAL,5100058840,2019-03-25,2019-03-25,2019-03-20,12250,12250,RE,81,81,10003034,KISER CONTROLS CO,15590106,15590106,nan_CUSTOMER,DSAM,SAGARPX,,MIRO,57.94,23,23,506540,Z001,USER,2,0.0,KISER CONTROLS CO DSAM nan,-0.0012041965147308042,-1
251,1003,nan_REF_KEY1,5000188757,2020-10-08,2020-10-08,2020-10-08,12071,12071,WE,81,81,10033062,SERACARE LIFE SCIENCES INC,51000101,51000101,56604252,,PAWELGS,,MIGO_GR,187.0,23,23,Z1-102126,Z001,USER,26,0.0,SERACARE LIFE SCIENCES INC nan nan,0.0999043900306929,1
252,1003,nan_REF_KEY1,5000192852,2020-10-16,2020-10-16,2020-10-16,12071,12071,WE,81,81,10109604,DIAZYME LABORATORIES,51000101,51000101,50297209,,BERGESX6,,MIGO_GR,780.0,19,19,Z1-102110,Z001,USER,3,0.0,DIAZYME LABORATORIES nan nan,0.05101525509801974,1
253,1003,EDIINV,5100216582,2020-10-22,2020-10-22,2020-10-22,12084,12084,RE,81,81,10034023,STAPLES ADVANTAGE,64000102,64000102,nan_CUSTOMER,,AUTOSYS,,MR1M,229.7,23,23,nan_MATL_GROUP,Z001,SYSTEM,91,0.0,STAPLES ADVANTAGE nan nan,0.14153234221452354,1
254,1003,EDIINV,5100157599,2019-08-09,2019-08-09,2019-08-08,12268,12268,RE,81,81,10003556,"EXPERIS US, INC.",60150101,60150101,nan_CUSTOMER,,AUTOSYS,,MR1M,2400.0,23,23,nan_MATL_GROUP,Z001,SYSTEM,154,0.0,"EXPERIS US, INC. nan nan",0.13131469152166197,1
255,1003,nan_REF_KEY1,5000094648,2019-05-17,2019-05-17,2019-05-17,12071,12071,WE,81,81,10005342,AUDIT MICROCONTROLS INC,51000101,51000101,56298680,,BERGESX6,,MIGO_GR,50.0,23,23,Z1-182198,Z001,USER,7,0.0,AUDIT MICROCONTROLS INC nan nan,0.06154386758055286,1
256,1003,nan_REF_KEY1,5000079784,2019-04-29,2019-04-29,2019-04-29,12259,12259,WE,81,81,10033097,INSIGHT DIRECT USA INC,64000102,64000102,nan_CUSTOMER,P01366-B21 HPE 96W SMART STORAGE BATTERY,AUTOSYS,,MB01,256.28,47,47,303080,Z001,SYSTEM,4,0.0,INSIGHT DIRECT USA INC P01366-B21 HPE 96W SMART STORAGE BATTERY nan,0.07214249503180992,1
257,1003,EDIINV,5100086265,2020-05-02,2020-05-02,2020-04-30,12085,12085,RE,81,81,10003556,"EXPERIS US, INC.",60150101,60150101,nan_CUSTOMER,,AUTOSYS,,MR1M,1773.2,23,23,nan_MATL_GROUP,Z001,SYSTEM,154,0.0,"EXPERIS US, INC. nan nan",0.14305301306426832,1
258,1003,nan_REF_KEY1,5000148372,2020-08-04,2020-08-04,2020-07-17,12250,12250,WE,81,81,10034350,STERIGENICS US LLC,53120963,53120963,nan_CUSTOMER,,OLSONGX1,,VL32N,8914.51,13,13,999999,Z001,USER,12,0.0,STERIGENICS US LLC nan nan,0.02956509466228896,1
259,1003,MANUAL,5100153381,2019-08-05,2019-08-05,2019-07-11,12084,12084,RE,81,81,10003556,"EXPERIS US, INC.",60150101,60150101,nan_CUSTOMER,,RENZAC,,MR1M,2257.93,23,23,nan_MATL_GROUP,Z001,USER,154,0.0,"EXPERIS US, INC. nan nan",0.02944546142298521,1
260,1003,UPLOAD,1900084730,2019-12-16,2019-12-16,2019-11-14,12262,12262,KR,40,40,HRREIMB,HR REIMBURSEMENT PAYMENTS,61100102,61100102,nan_CUSTOMER,APPL TRVL,SHARMSX116,,ZFII_INV_UPD_PGM,249.06,1,1,nan_MATL_GROUP,Z004,USER,8,0.0,HR REIMBURSEMENT PAYMENTS APPL TRVL nan,-0.06139997227795724,-1
261,1003,MANUAL,5100155499,2019-08-07,2019-08-07,2019-07-11,12250,12250,RE,81,81,10003556,"EXPERIS US, INC.",60150101,60150101,nan_CUSTOMER,,RENZAC,,MR1M,816.0,23,23,nan_MATL_GROUP,Z001,USER,154,0.0,"EXPERIS US, INC. nan nan",0.03286273612271673,1
262,1003,nan_REF_KEY1,5000043799,2019-03-06,2019-03-06,2019-02-10,12250,12250,WE,81,81,10034350,STERIGENICS US LLC,53120961,53120961,nan_CUSTOMER,,CLEARFL,,VL32N,722.75,13,13,999999,Z001,USER,12,0.0,STERIGENICS US LLC nan nan,0.04784720858429514,1
263,1000,EDIINV,5100011371,2019-05-10,2019-05-10,2019-05-10,12073,12073,RE,81,81,10034023,STAPLES ADVANTAGE,64000102,64000102,nan_CUSTOMER,,AUTOSYS,,MR1M,72.03,23,23,nan_MATL_GROUP,Z001,SYSTEM,91,0.0,STAPLES ADVANTAGE nan nan,0.14333772235486691,1
264,1003,nan_REF_KEY1,5000080907,2019-04-30,2019-04-30,2019-04-30,12084,12084,WE,81,81,10037620,VWR SCIENTIFIC,64000103,64000103,nan_CUSTOMER,"TSKGEL G4000SWXL, 7.8MM X 30CM",AUTOSYS,,MB01,2047.68,23,23,nan_MATL_GROUP,Z001,SYSTEM,89,0.0,"VWR SCIENTIFIC TSKGEL G4000SWXL, 7.8MM X 30CM nan",0.10356989458573335,1
265,1003,EDIINV,5100112232,2020-06-12,2020-06-12,2020-06-11,12273,12273,RE,81,81,10194387,COLLABORATIVE LLC,60150101,60150101,nan_CUSTOMER,,AUTOSYS,,MR1M,1027.41,23,23,nan_MATL_GROUP,Z001,SYSTEM,12,0.0,COLLABORATIVE LLC nan nan,0.12581096513586648,1
266,1003,EDIINV,5100080425,2019-04-24,2019-04-24,2019-04-24,12329,12329,RE,81,81,10034023,STAPLES ADVANTAGE,64000102,64000102,nan_CUSTOMER,,AUTOSYS,,MR1M,40.76,23,23,nan_MATL_GROUP,Z001,SYSTEM,91,0.0,STAPLES ADVANTAGE nan nan,0.1449222265251755,1
267,1003,EDIINV,5100005509,2020-01-10,2020-01-10,2020-01-09,12259,12259,RE,81,81,10003556,"EXPERIS US, INC.",60150101,60150101,nan_CUSTOMER,,AUTOSYS,,MR1M,910.32,23,23,nan_MATL_GROUP,Z001,SYSTEM,154,0.0,"EXPERIS US, INC. nan nan",0.14048124408662316,1
268,1003,nan_REF_KEY1,5000012161,2020-01-21,2020-01-21,2020-01-21,12084,12084,WE,81,81,10037620,VWR SCIENTIFIC,64000104,64000104,nan_CUSTOMER,CYLINDER GRAD POLYP 1000ML,AUTOSYS,,MB01,290.71,23,23,nan_MATL_GROUP,Z001,SYSTEM,89,0.0,VWR SCIENTIFIC CYLINDER GRAD POLYP 1000ML nan,0.12575741407440105,1
269,1003,nan_REF_KEY1,5000088438,2020-05-11,2020-05-11,2020-05-11,12250,12250,WE,96,96,10009893,POREX TECHNOLOGIES CORPORATION,53100101,53100101,nan_CUSTOMER,,ANDINEX1,,VL32N,-875.4,24,24,999999,Z001,USER,1,0.0,POREX TECHNOLOGIES CORPORATION nan nan,0.04666393793530221,1
270,1003,EDIINV,5100234306,2019-11-29,2019-11-29,2019-11-28,12259,12259,RE,81,81,10194387,COLLABORATIVE LLC,60150101,60150101,nan_CUSTOMER,,AUTOSYS,,MR1M,817.2,23,23,nan_MATL_GROUP,Z001,SYSTEM,12,0.0,COLLABORATIVE LLC nan nan,0.12385514429669925,1
271,1003,EDIINV,5100118636,2019-06-14,2019-06-14,2019-06-13,12084,12084,RE,81,81,10003556,"EXPERIS US, INC.",60150101,60150101,nan_CUSTOMER,,AUTOSYS,,MR1M,1404.01,23,23,nan_MATL_GROUP,Z001,SYSTEM,154,0.0,"EXPERIS US, INC. nan nan",0.14715222996325045,1
272,1003,nan_REF_KEY1,5000142788,2020-07-28,2020-07-28,2020-07-28,12071,12071,WE,81,81,10033062,SERACARE LIFE SCIENCES INC,51000101,51000101,50240845,,PAWELGS,,MIGO_GR,157.0,23,23,Z1-102126,Z001,USER,26,0.0,SERACARE LIFE SCIENCES INC nan nan,0.09996052704033837,1
273,1003,EDIINV,5100136800,2020-07-17,2020-07-17,2020-07-16,12084,12084,RE,81,81,10003556,"EXPERIS US, INC.",60150101,60150101,nan_CUSTOMER,,AUTOSYS,,MR1M,1421.6,23,23,nan_MATL_GROUP,Z001,SYSTEM,154,0.0,"EXPERIS US, INC. nan nan",0.14654784473275378,1
274,1003,nan_REF_KEY1,5000039332,2020-03-02,2020-03-02,2020-03-02,12084,12084,WE,81,81,10032383,BIO RAD LABORATORIES INC,64000101,64000101,nan_CUSTOMER,LIQUID ASSAYED MULTIQUAL - 695X,AUTOSYS,,MB01,52.96,17,17,nan_MATL_GROUP,Z001,SYSTEM,25,0.0,BIO RAD LABORATORIES INC LIQUID ASSAYED MULTIQUAL - 695X nan,0.1363649466837335,1
275,1003,EDIINV,5100147862,2020-07-31,2020-07-31,2020-07-30,12084,12084,RE,81,81,10030946,HIREGENICS INC,60150101,60150101,nan_CUSTOMER,,AUTOSYS,,MR1M,2122.88,23,23,nan_MATL_GROUP,Z001,SYSTEM,106,0.0,HIREGENICS INC nan nan,0.14472284784456158,1
276,1003,nan_REF_KEY1,5000029497,2019-02-14,2019-02-14,2019-02-14,12084,12084,WE,81,81,10003445,FISHER SCIENTIFIC COMPANY LLC,64900999,64900999,nan_CUSTOMER,SYRINGE TIP 25.0ML 50/PK,AUTOSYS,,MB01,79.8,23,23,nan_MATL_GROUP,Z001,SYSTEM,24,0.0,FISHER SCIENTIFIC COMPANY LLC SYRINGE TIP 25.0ML 50/PK nan,0.13756108768021963,1
277,1003,EDIINV,5100178864,2019-09-06,2019-09-06,2019-09-05,12085,12085,RE,81,81,10030946,HIREGENICS INC,60150101,60150101,nan_CUSTOMER,,AUTOSYS,,MR1M,1284.85,23,23,nan_MATL_GROUP,Z001,SYSTEM,106,0.0,HIREGENICS INC nan nan,0.15058146939582034,1
278,1003,nan_REF_KEY1,5000078874,2019-04-26,2019-04-26,2019-04-26,12250,12250,WE,96,96,10003171,VWR FUNDING INC,53100101,53100101,nan_CUSTOMER,,MANOUHJ,,VL32N,-82.29,46,46,152010,Z001,USER,3,0.0,VWR FUNDING INC nan nan,0.02108720243047213,1
279,1000,BOFA,1900086816,2020-07-06,2020-07-06,2020-06-30,12071,12071,KR,40,40,10136974,FIA CARD SERVICES NA,61000105,61000105,nan_CUSTOMER,CHRISTINA S RODRIGUEZ,AUTOSYS,BOFA 072020,,39.95,24,24,nan_MATL_GROUP,Z001,SYSTEM,12,0.0,FIA CARD SERVICES NA CHRISTINA S RODRIGUEZ BOFA 072020,-0.002584765487629981,-1
280,1003,nan_REF_KEY1,5000080800,2019-04-30,2019-04-30,2019-04-30,12085,12085,WE,81,81,10037620,VWR SCIENTIFIC,64000103,64000103,nan_CUSTOMER,FILTER UNIT TISSUE CULT 0.20UM,AUTOSYS,,MB01,291.53,23,23,nan_MATL_GROUP,Z001,SYSTEM,89,0.0,VWR SCIENTIFIC FILTER UNIT TISSUE CULT 0.20UM nan,0.12575741407440105,1
281,1003,nan_REF_KEY1,5000218319,2019-11-20,2019-11-20,2019-11-20,12085,12085,WE,81,81,10000074,METTLER TOLEDO INTERNATIONAL INC,64000104,64000104,nan_CUSTOMER,PIPET-LITE MULTI PIPETTE L12-50XLS+,AUTOSYS,,MB01,1175.23,23,23,nan_MATL_GROUP,Z001,SYSTEM,1,0.0,METTLER TOLEDO INTERNATIONAL INC PIPET-LITE MULTI PIPETTE L12-50XLS+ nan,0.1375530309791369,1
282,1003,nan_REF_KEY1,5000085920,2019-05-07,2019-05-07,2019-05-07,12280,12280,WE,81,81,10003445,FISHER SCIENTIFIC COMPANY LLC,64900999,64900999,nan_CUSTOMER,MYCO PLASMA DETECTION KIT,AUTOSYS,,MB01,3442.5,23,23,nan_MATL_GROUP,Z001,SYSTEM,24,0.0,FISHER SCIENTIFIC COMPANY LLC MYCO PLASMA DETECTION KIT nan,0.12307121187126718,1
283,1003,nan_REF_KEY1,5000082350,2020-05-01,2020-05-01,2020-05-01,12084,12084,WE,81,81,10032735,SIGMA ALDRICH INC,64000101,64000101,nan_CUSTOMER,"TERGITOL(TM), TYPE 15-S-9",AUTOSYS,,MB01,40.6,23,23,nan_MATL_GROUP,Z001,SYSTEM,24,0.0,"SIGMA ALDRICH INC TERGITOL(TM), TYPE 15-S-9 nan",0.13699784355179967,1
284,1003,OCRINV,5100052499,2019-03-15,2019-03-15,2019-03-14,12071,12071,RE,40,40,10002390,MAINE STANDARDS COMPANY LLC,53100802,53100802,nan_CUSTOMER,,C_ERP_BRAINW,,MIRO,23.0,24,24,nan_MATL_GROUP,Z001,USER,24,0.0,MAINE STANDARDS COMPANY LLC nan nan,0.029315494017180588,1
285,1003,nan_REF_KEY1,5000203716,2019-10-31,2019-10-31,2019-10-31,12071,12071,WE,96,96,10154037,NYPRO CHICAGO,53100101,53100101,nan_CUSTOMER,,ANDINEX1,,MIGO_GR,-391.17,24,24,Z1-102130,Z001,USER,20,0.0,NYPRO CHICAGO nan nan,0.0722692561149812,1
286,1003,MANUAL,5100112898,2019-06-28,2019-06-28,2019-06-06,12071,12071,RE,40,40,30083393,BIO RAD LABORATORIES INC,53100802,53100802,nan_CUSTOMER,4800188459,SHARMJX5,ENTER THE LINE NUMBERS IN,MIRO,0.08,24,24,nan_MATL_GROUP,Z003,USER,19,0.0,BIO RAD LABORATORIES INC 4800188459 ENTER THE LINE NUMBERS IN,-0.022949427471965267,-1
287,1003,EDIINV,5100163044,2019-08-17,2019-08-17,2019-08-15,16639,16639,RE,81,81,10030946,HIREGENICS INC,60150101,60150101,nan_CUSTOMER,,AUTOSYS,,MR1M,963.3,23,23,nan_MATL_GROUP,Z001,SYSTEM,106,0.0,HIREGENICS INC nan nan,0.15123024103661104,1
288,1003,EDIINV,5100220161,2019-11-08,2019-11-08,2019-11-07,12085,12085,RE,81,81,10003556,"EXPERIS US, INC.",60150101,60150101,nan_CUSTOMER,,AUTOSYS,,MR1M,1580.3,23,23,nan_MATL_GROUP,Z001,SYSTEM,154,0.0,"EXPERIS US, INC. nan nan",0.14693855109056425,1
289,1003,EDIINV,5100249257,2019-12-20,2019-12-20,2019-12-19,12259,12259,RE,81,81,10030946,HIREGENICS INC,60150101,60150101,nan_CUSTOMER,,AUTOSYS,,MR1M,742.0,23,23,nan_MATL_GROUP,Z001,SYSTEM,106,0.0,HIREGENICS INC nan nan,0.15034324934264603,1
290,1003,nan_REF_KEY1,5000016856,2020-01-28,2020-01-28,2020-01-28,12273,12273,WE,81,81,10032521,W W GRAINGER INC,15590106,15590106,nan_CUSTOMER,,WAYERNC,,MIGO_GR,33.57,23,23,509540,Z001,USER,6,0.0,W W GRAINGER INC nan nan,0.06028159159241847,1
291,1003,nan_REF_KEY1,5000082119,2019-05-01,2019-05-01,2019-05-01,12250,12250,WE,81,81,10003445,FISHER SCIENTIFIC COMPANY LLC,64000101,64000101,nan_CUSTOMER,MILLPK 60 .45UM GAMMA 2/PK,AUTOSYS,,MB01,1291.03,23,23,nan_MATL_GROUP,Z001,SYSTEM,24,0.0,FISHER SCIENTIFIC COMPANY LLC MILLPK 60 .45UM GAMMA 2/PK nan,0.13064294820553385,1
292,1003,nan_REF_KEY1,5000039017,2019-02-27,2019-02-27,2019-02-27,12250,12250,WE,81,81,10003426,SMC CORPORATION OF AMERICA,15590106,15590106,nan_CUSTOMER,,WAYERNC,,MIGO_GR,81.26,23,23,506599,Z001,USER,1,0.0,SMC CORPORATION OF AMERICA nan nan,0.07365235488206667,1
293,1003,nan_REF_KEY1,5000085326,2020-05-06,2020-05-06,2020-05-06,12071,12071,WE,96,96,10154038,NYPRO CAROLINA,53100101,53100101,nan_CUSTOMER,,DIAZJA5,,MIGO_GR,-517.5,23,23,Z1-102130,Z001,USER,4,0.0,NYPRO CAROLINA nan nan,0.06900451011538977,1
294,1003,nan_REF_KEY1,5000128967,2020-07-10,2020-07-10,2020-07-10,12071,12071,WE,81,81,10033062,SERACARE LIFE SCIENCES INC,51000101,51000101,55938112,,PAWELGS,,MIGO_GR,104.0,23,23,Z1-102126,Z001,USER,26,0.0,SERACARE LIFE SCIENCES INC nan nan,0.1000166561734569,1
295,1003,nan_REF_KEY1,5000073288,2020-04-20,2020-04-20,2020-04-20,12084,12084,WE,81,81,10198387,SINO BIOLOGICAL US INC,64000101,64000101,nan_CUSTOMER,40143-V08B,AUTOSYS,,MB01,8960.0,23,23,nan_MATL_GROUP,Z001,SYSTEM,1,0.0,SINO BIOLOGICAL US INC 40143-V08B nan,0.11913890268324162,1
296,1003,MANUAL,5100057291,2020-04-13,2020-04-13,2020-03-17,12071,12071,RE,40,40,30083393,BIO RAD LABORATORIES INC,53100802,53100802,nan_CUSTOMER,,SINGHTX16,ENTER THE LINE NUMBERS IN,MIRO,0.06,24,24,nan_MATL_GROUP,Z003,USER,19,0.0,BIO RAD LABORATORIES INC nan ENTER THE LINE NUMBERS IN,-0.022949427471965267,-1
297,1003,EDIINV,5100058649,2020-03-21,2020-03-21,2020-03-19,12262,12262,RE,81,81,10003556,"EXPERIS US, INC.",60150101,60150101,nan_CUSTOMER,,AUTOSYS,,MR1M,1659.89,23,23,nan_MATL_GROUP,Z001,SYSTEM,154,0.0,"EXPERIS US, INC. nan nan",0.14428469542764483,1
298,1003,OCRINV,5100130238,2020-07-09,2020-07-09,2020-06-30,12273,12273,RE,81,81,10001418,REGOL G SPECIAL STEEL SERVICES,15590106,15590106,nan_CUSTOMER,,C_ERP_BRAINW,,MIRO,150.0,19,19,506599,Z001,USER,2,0.0,REGOL G SPECIAL STEEL SERVICES nan nan,-0.041603197368231704,-1
299,1003,nan_REF_KEY1,5000098685,2019-05-23,2019-05-23,2019-05-23,12250,12250,WE,96,96,10009500,CAMIDA LTD,53100101,53100101,nan_CUSTOMER,,MANOUHJ,,VL32N,-0.22,23,23,999999,Z001,USER,2,0.0,CAMIDA LTD nan nan,0.05531206372875147,1
300,1003,EDIINV,5100077741,2019-04-19,2019-04-19,2019-04-18,12259,12259,RE,81,81,10020133,ASSURED HEALTHCARE STAFFING LLC,60150101,60150101,nan_CUSTOMER,,AUTOSYS,,MR1M,1598.26,24,24,nan_MATL_GROUP,Z001,SYSTEM,2,0.0,ASSURED HEALTHCARE STAFFING LLC nan nan,0.11901316520173821,1
301,1003,MANUAL,5100073290,2019-04-15,2019-04-15,2019-04-11,12071,12071,RE,40,40,30015883,NYPRO INC,53100802,53100802,nan_CUSTOMER,,RENZAC,,MR1M,615.0,24,24,nan_MATL_GROUP,Z003,USER,8,0.0,NYPRO INC nan nan,-0.04796810720921518,-1
302,1003,OCRINV,5100247385,2019-12-19,2019-12-19,2019-12-18,12071,12071,RE,40,40,30083393,BIO RAD LABORATORIES INC,53100802,53100802,nan_CUSTOMER,,C_ERP_BRAINW,,MIRO,0.35,24,24,nan_MATL_GROUP,Z003,USER,19,0.0,BIO RAD LABORATORIES INC nan nan,0.019759224913877882,1
303,1003,nan_REF_KEY1,5000113345,2019-06-13,2019-06-13,2019-06-13,12071,12071,WE,81,81,10002390,MAINE STANDARDS COMPANY LLC,51000101,51000101,50144104,,BERGESX6,,MIGO_GR,104.0,24,24,Z1-102126,Z001,USER,24,0.0,MAINE STANDARDS COMPANY LLC nan nan,0.10009423581746701,1
304,1003,nan_REF_KEY1,5000034602,2020-02-24,2020-02-24,2020-02-24,12084,12084,WE,81,81,10033926,LEE BIOSOLUTIONS INC,64000101,64000101,nan_CUSTOMER,TRIGLYCERIDE FRACTION ATF( 571-11-1),AUTOSYS,,MB01,285.0,17,17,nan_MATL_GROUP,Z001,SYSTEM,1,0.0,LEE BIOSOLUTIONS INC TRIGLYCERIDE FRACTION ATF( 571-11-1) nan,0.1396595339163887,1
305,1003,nan_REF_KEY1,5000009809,2020-01-16,2020-01-16,2020-01-16,12084,12084,WE,81,81,10003445,FISHER SCIENTIFIC COMPANY LLC,64000104,64000104,nan_CUSTOMER,E CAPILLARIES,AUTOSYS,,MB01,3983.5,23,23,nan_MATL_GROUP,Z001,SYSTEM,24,0.0,FISHER SCIENTIFIC COMPANY LLC E CAPILLARIES nan,0.12332615047736034,1
306,1003,EDIINV,5100003566,2019-01-05,2019-01-05,2019-01-03,12085,12085,RE,81,81,10003556,"EXPERIS US, INC.",60150101,60150101,nan_CUSTOMER,,AUTOSYS,,MR1M,744.72,23,23,nan_MATL_GROUP,Z001,SYSTEM,154,0.0,"EXPERIS US, INC. nan nan",0.13941276824064391,1
307,1000,OCRINV,5100019592,2019-08-30,2019-08-30,2019-07-15,12072,12072,RE,81,81,10014585,COPPELL HARD EIGHT LTD,61000102,61000102,nan_CUSTOMER,,C_ERP_BRAINW,,MIRO,462.93,23,23,858080,Z001,USER,2,0.0,COPPELL HARD EIGHT LTD nan nan,-0.011644130203609548,-1
308,1003,nan_REF_KEY1,5000179180,2020-09-22,2020-09-22,2020-09-22,12071,12071,WE,81,81,10032383,BIO RAD LABORATORIES INC,51000101,51000101,50146984,,PAWELGS,,MIGO_GR,291.9,17,17,Z1-102126,Z001,USER,25,0.0,BIO RAD LABORATORIES INC nan nan,0.10363387043342936,1
309,1003,nan_REF_KEY1,5000045317,2019-03-07,2019-03-07,2019-03-07,12071,12071,WE,81,81,10009414,MICROGENICS CORPORATION,51000101,51000101,56251911,,BERGESX6,,MIGO_GR,139.0,13,13,Z1-102126,Z001,USER,15,0.0,MICROGENICS CORPORATION nan nan,0.0951685991003956,1
310,1003,EDIINV,5100205996,2020-10-16,2020-10-16,2020-10-15,12260,12260,RE,81,81,10003556,"EXPERIS US, INC.",60150101,60150101,nan_CUSTOMER,,AUTOSYS,,MR1M,770.21,23,23,nan_MATL_GROUP,Z001,SYSTEM,154,0.0,"EXPERIS US, INC. nan nan",0.13941276824064391,1
311,1003,nan_REF_KEY1,5000015866,2020-01-27,2020-01-27,2020-01-27,12084,12084,WE,81,81,10037620,VWR SCIENTIFIC,64000101,64000101,nan_CUSTOMER,SULFURIC ACID 1.0N 1L,AUTOSYS,,MB01,128.9,23,23,nan_MATL_GROUP,Z001,SYSTEM,89,0.0,VWR SCIENTIFIC SULFURIC ACID 1.0N 1L nan,0.125609632023216,1
312,1003,EDIINV,5100217851,2020-10-23,2020-10-23,2020-10-22,12260,12260,RE,81,81,10003556,"EXPERIS US, INC.",60150101,60150101,nan_CUSTOMER,,AUTOSYS,,MR1M,1286.86,23,23,nan_MATL_GROUP,Z001,SYSTEM,154,0.0,"EXPERIS US, INC. nan nan",0.1472619206308577,1
313,1003,nan_REF_KEY1,5000126375,2019-07-02,2019-07-02,2019-07-02,12071,12071,WE,81,81,10009414,MICROGENICS CORPORATION,51000101,51000101,50297340,,BERGESX6,,MIGO_GR,568.0,13,13,Z1-102110,Z001,USER,15,0.0,MICROGENICS CORPORATION nan nan,0.05459644111364459,1
314,1003,EDIINV,5100016738,2019-01-25,2019-01-25,2019-01-24,12250,12250,RE,81,81,10030946,HIREGENICS INC,60150101,60150101,nan_CUSTOMER,,AUTOSYS,,MR1M,1787.25,23,23,nan_MATL_GROUP,Z001,SYSTEM,106,0.0,HIREGENICS INC nan nan,0.14757990904637908,1
315,1003,nan_REF_KEY1,5000125995,2020-07-06,2020-07-06,2020-07-06,12261,12261,WE,81,81,10134168,AUER PRECISION STAMPING INC,53100102,53100102,nan_CUSTOMER,2020 DESTRUCTIVE FEE,AUTOSYS,,MB01,20218.0,23,23,nan_MATL_GROUP,Z001,SYSTEM,1,0.0,AUER PRECISION STAMPING INC 2020 DESTRUCTIVE FEE nan,0.09685142823315118,1
316,1003,nan_REF_KEY1,5000066918,2020-04-09,2020-04-09,2020-04-09,12250,12250,WE,81,81,10036426,CORROSION FLUID PRODUCTS CORP,15590106,15590106,nan_CUSTOMER,,RUTHETX,,MIGO_GR,1065.0,23,23,506599,Z001,USER,1,0.0,CORROSION FLUID PRODUCTS CORP nan nan,0.06357395796620585,1
317,1003,EDIINV,5100172597,2020-09-04,2020-09-04,2020-09-03,12260,12260,RE,81,81,10030946,HIREGENICS INC,60150101,60150101,nan_CUSTOMER,,AUTOSYS,,MR1M,994.24,23,23,nan_MATL_GROUP,Z001,SYSTEM,106,0.0,HIREGENICS INC nan nan,0.15123024103661104,1
318,1003,EDIINV,5100010509,2020-01-17,2020-01-17,2020-01-16,12084,12084,RE,81,81,10003556,"EXPERIS US, INC.",60150101,60150101,nan_CUSTOMER,,AUTOSYS,,MR1M,2795.86,23,23,nan_MATL_GROUP,Z001,SYSTEM,154,0.0,"EXPERIS US, INC. nan nan",0.11944373312212725,1
319,1000,MANUAL,1900007334,2019-01-15,2019-01-15,2019-01-15,12071,12071,KR,40,40,10030330,EPLUS GROUP INC,24900999,24900999,nan_CUSTOMER,MES000125A      EPLUS LEASE ASSIGNMENTS NEW OCT 20,AUTOSYS,U-ACCR-SALES-ORG,FBD5,3040.0,23,23,nan_MATL_GROUP,Z001,SYSTEM,13,0.0,EPLUS GROUP INC MES000125A      EPLUS LEASE ASSIGNMENTS NEW OCT 20 U-ACCR-SALES-ORG,-0.02262499631858217,-1
320,1000,EDIINV,5100025556,2020-10-17,2020-10-17,2020-10-15,12072,12072,RE,81,81,10030946,HIREGENICS INC,60150101,60150101,nan_CUSTOMER,,AUTOSYS,,MR1M,78.98,23,23,nan_MATL_GROUP,Z001,SYSTEM,106,0.0,HIREGENICS INC nan nan,0.14297239026761394,1
321,1003,nan_REF_KEY1,5000067267,2019-04-09,2019-04-09,2019-04-09,12085,12085,WE,81,81,10037620,VWR SCIENTIFIC,64000104,64000104,nan_CUSTOMER,VWR PIPETTE SERO 10ML PR CS200,AUTOSYS,,MB01,79.31,23,23,nan_MATL_GROUP,Z001,SYSTEM,89,0.0,VWR SCIENTIFIC VWR PIPETTE SERO 10ML PR CS200 nan,0.12586285374984657,1
322,1003,EDIINV,5100131582,2020-07-10,2020-07-10,2020-07-09,12262,12262,RE,81,81,10030946,HIREGENICS INC,60150101,60150101,nan_CUSTOMER,,AUTOSYS,,MR1M,521.33,23,23,nan_MATL_GROUP,Z001,SYSTEM,106,0.0,HIREGENICS INC nan nan,0.14790767469531269,1
